Family_AC,Family_ID,Description
RF03975,mir-5881,mir-5881 microRNA precursor family
RF03976,MIR898,MIR898 microRNA precursor family
RF03977,mir-976,mir-976 microRNA precursor family
RF03978,mir-1269,mir-1269 microRNA precursor family
RF03979,mir-2006,mir-2006 microRNA precursor family
RF03980,mir-2012,mir-2012 microRNA precursor family
RF03981,mir-8799,mir-8799 microRNA precursor family
RF03982,mir-4865,mir-4865 microRNA precursor family
RF03983,MIR5284,MIR5284 microRNA precursor family
RF03984,MIR2933,MIR2933 microRNA precursor family
RF03985,mir-9250,mir-9250 microRNA precursor family
RF03986,mir-6095,mir-6095 microRNA precursor family
RF03987,MIR6136,MIR6136 microRNA precursor family
RF03988,mir-6301,mir-6301 microRNA precursor family
RF03989,mir-7950,mir-7950 microRNA precursor family
RF03990,mir-4888,mir-4888 microRNA precursor family
RF03991,mir-9209,mir-9209 microRNA precursor family
RF03992,mir-6302,mir-6302 microRNA precursor family
RF03993,mir-8536,mir-8536 microRNA precursor family
RF03994,mir-7558,mir-7558 microRNA precursor family
RF03995,mir-7957,mir-7957 microRNA precursor family
RF03996,mir-3012,mir-3012 microRNA precursor family
RF03997,mir-8510,mir-8510 microRNA precursor family
RF03998,mir-2160,mir-2160 microRNA precursor family
RF03999,mir-7883,mir-7883 microRNA precursor family
RF04000,MIR8139,MIR8139 microRNA precursor family
RF04001,mir-7918,mir-7918 microRNA precursor family
RF04002,MIR6143,MIR6143 microRNA precursor family
RF04003,mir-4841,mir-4841 microRNA precursor family
RF04004,mir-7940,mir-7940 microRNA precursor family
RF04005,mir-4599,mir-4599 microRNA precursor family
RF04006,mir-9338,mir-9338 microRNA precursor family
RF04007,mir-8489,mir-8489 microRNA precursor family
RF04008,mir-4880,mir-4880 microRNA precursor family
RF04009,mir-754,mir-754 microRNA precursor family
RF04010,mir-3003,mir-3003 microRNA precursor family
RF04011,mir-8515,mir-8515 microRNA precursor family
RF04012,MIR7532,MIR7532 microRNA precursor family
RF04013,mir-4818,mir-4818 microRNA precursor family
RF04014,mir-8338,mir-8338 microRNA precursor family
RF04015,MIR946,MIR946 microRNA precursor family
RF04016,mir-4873,mir-4873 microRNA precursor family
RF04017,mir-4864,mir-4864 microRNA precursor family
RF04018,mir-5316,mir-5316 microRNA precursor family
RF04019,MIR950,MIR950 microRNA precursor family
RF04020,mir-4859,mir-4859 microRNA precursor family
RF04021,mir-3492,mir-3492 microRNA precursor family
RF04022,mir-4863,mir-4863 microRNA precursor family
RF04023,MIR1314,MIR1314 microRNA precursor family
RF04024,mir-9571,mir-9571 microRNA precursor family
RF04025,mir-7964,mir-7964 microRNA precursor family
RF04026,mir-8499,mir-8499 microRNA precursor family
RF04027,mir-1422,mir-1422 microRNA precursor family
RF04028,mir-7948,mir-7948 microRNA precursor family
RF04029,mir-8521,mir-8521 microRNA precursor family
RF04030,mir-6096,mir-6096 microRNA precursor family
RF04031,mir-2686,mir-2686 microRNA precursor family
RF04032,MIR2912,MIR2912 microRNA precursor family
RF04033,mir-8512,mir-8512 microRNA precursor family
RF04035,mir-7910,mir-7910 microRNA precursor family
RF04036,mir-2076,mir-2076 microRNA precursor family
RF04037,mir-7911,mir-7911 microRNA precursor family
RF04038,mir-5985,mir-5985 microRNA precursor family
RF04039,mir-2242,mir-2242 microRNA precursor family
RF04040,mir-4866,mir-4866 microRNA precursor family
RF04041,MIR6154,MIR6154 microRNA precursor family
RF04042,mir-7961,mir-7961 microRNA precursor family
RF04043,mir-2062,mir-2062 microRNA precursor family
RF04044,mir-7939,mir-7939 microRNA precursor family
RF04045,mir-2147,mir-2147 microRNA precursor family
RF04046,mir-2154,mir-2154 microRNA precursor family
RF04047,mir-9228,mir-9228 microRNA precursor family
RF04048,mir-7927,mir-7927 microRNA precursor family
RF04049,MIR7127,MIR7127 microRNA precursor family
RF04050,mir-2072,mir-2072 microRNA precursor family
RF04051,mir-8517,mir-8517 microRNA precursor family
RF04052,mir-466,mir-466 microRNA precursor family
RF04053,mir-95,mir-95 microRNA precursor family
RF04054,mir-2944,mir-2944 microRNA precursor family
RF04055,mir-1261,mir-1261 microRNA precursor family
RF04056,mir-982,mir-982 microRNA precursor family
RF04057,MIR1432,MIR1432 microRNA precursor family
RF04059,MIR5020,MIR5020 microRNA precursor family
RF04060,mir-703,mir-703 microRNA precursor family
RF04061,mir-1420,mir-1420 microRNA precursor family
RF04062,MIR949,MIR949 microRNA precursor family
RF04063,MIR2629,MIR2629 microRNA precursor family
RF04064,MIR5267,MIR5267 microRNA precursor family
RF04065,mir-7563,mir-7563 microRNA precursor family
RF04066,mir-1256,mir-1256 microRNA precursor family
RF04067,mir-4520,mir-4520 microRNA precursor family
RF04068,mir-3927,mir-3927 microRNA precursor family
RF04069,MIR6135,MIR6135 microRNA precursor family
RF04070,MIR6440,MIR6440 microRNA precursor family
RF04071,MIR2863,MIR2863 microRNA precursor family
RF04072,mir-7386,mir-7386 microRNA precursor family
RF04073,mir-727,mir-727 microRNA precursor family
RF04074,mir-1199,mir-1199 microRNA precursor family
RF04075,mir-1545,mir-1545 microRNA precursor family
RF04076,mir-H11,mir-H11 microRNA precursor family
RF04077,mir-1245,mir-1245 microRNA precursor family
RF04078,mir-1905,mir-1905 microRNA precursor family
RF04079,MIR161,MIR161 microRNA precursor family
RF04080,mir-762,mir-762 microRNA precursor family
RF04081,mir-1992,mir-1992 microRNA precursor family
RF04082,mir-54,mir-54 microRNA precursor family
RF04083,MIR528,MIR528 microRNA precursor family
RF04084,mir-595,mir-595 microRNA precursor family
RF04085,mir-1271,mir-1271 microRNA precursor family
RF04087,MIR5565,MIR5565 microRNA precursor family
RF04088,MIR812,MIR812 microRNA precursor family
RF04089,mir-753,mir-753 microRNA precursor family
RF04090,mir-6529,mir-6529 microRNA precursor family
RF04091,mir-72,mir-72 microRNA precursor family
RF04092,MIR1508,MIR1508 microRNA precursor family
RF04093,mir-1784,mir-1784 microRNA precursor family
RF04094,MIR537,MIR537 microRNA precursor family
RF04095,MIR9746,MIR9746 microRNA precursor family
RF04096,mir-4433,mir-4433 microRNA precursor family
RF04097,MIR2630,MIR2630 microRNA precursor family
RF04098,MIR9471,MIR9471 microRNA precursor family
RF04099,MIR837,MIR837 microRNA precursor family
RF04100,mir-493,mir-493 microRNA precursor family
RF04101,mir-8864,mir-8864 microRNA precursor family
RF04102,MIR6457,MIR6457 microRNA precursor family
RF04103,mir-8356,mir-8356 microRNA precursor family
RF04104,MIR918,MIR918 microRNA precursor family
RF04105,mir-3165,mir-3165 microRNA precursor family
RF04106,mir-1303,mir-1303 microRNA precursor family
RF04107,mir-5391,mir-5391 microRNA precursor family
RF04108,mir-2513,mir-2513 microRNA precursor family
RF04109,mir-1305,mir-1305 microRNA precursor family
RF04110,MIR5084,MIR5084 microRNA precursor family
RF04111,MIR6274,MIR6274 microRNA precursor family
RF04112,MIR5512,MIR5512 microRNA precursor family
RF04113,MIR1523,MIR1523 microRNA precursor family
RF04114,MIR4374,MIR4374 microRNA precursor family
RF04115,mir-6130,mir-6130 microRNA precursor family
RF04116,MIR9672,MIR9672 microRNA precursor family
RF04117,MIR5200,MIR5200 microRNA precursor family
RF04118,MIR9481,MIR9481 microRNA precursor family
RF04119,MIR1858,MIR1858 microRNA precursor family
RF04120,MIR5998,MIR5998 microRNA precursor family
RF04121,mir-1289,mir-1289 microRNA precursor family
RF04122,mir-1204,mir-1204 microRNA precursor family
RF04123,mir-3127,mir-3127 microRNA precursor family
RF04124,MIR8565,MIR8565 microRNA precursor family
RF04125,MIR9408,MIR9408 microRNA precursor family
RF04126,mir-9198,mir-9198 microRNA precursor family
RF04127,MIR8007,MIR8007 microRNA precursor family
RF04128,MIR8562,MIR8562 microRNA precursor family
RF04129,MIR4240,MIR4240 microRNA precursor family
RF04130,MIR7996,MIR7996 microRNA precursor family
RF04131,mir-2032,mir-2032 microRNA precursor family
RF04132,mir-4436,mir-4436 microRNA precursor family
RF04133,MIR2646,MIR2646 microRNA precursor family
RF04134,MIR7504,MIR7504 microRNA precursor family
RF04135,MIR5062,MIR5062 microRNA precursor family
RF04136,MIR1862,MIR1862 microRNA precursor family
RF04137,MIR834,MIR834 microRNA precursor family
RF04138,mir-9243,mir-9243 microRNA precursor family
RF04139,MIR841,MIR841 microRNA precursor family
RF04140,mir-3118,mir-3118 microRNA precursor family
RF04141,MIR8622,MIR8622 microRNA precursor family
RF04142,mir-1299,mir-1299 microRNA precursor family
RF04143,MIR869,MIR869 microRNA precursor family
RF04144,MIR9783,MIR9783 microRNA precursor family
RF04145,MIR8706,MIR8706 microRNA precursor family
RF04146,mir-4742,mir-4742 microRNA precursor family
RF04147,MIR6224,MIR6224 microRNA precursor family
RF04148,MIR844,MIR844 microRNA precursor family
RF04149,MIR447,MIR447 microRNA precursor family
RF04150,MIR2655,MIR2655 microRNA precursor family
RF04151,MIR4387,MIR4387 microRNA precursor family
RF04152,mir-3618,mir-3618 microRNA precursor family
RF04153,MIR856,MIR856 microRNA precursor family
RF04154,mir-1277,mir-1277 microRNA precursor family
RF04155,mir-9236,mir-9236 microRNA precursor family
RF04156,MIR2670,MIR2670 microRNA precursor family
RF04157,MIR9486,MIR9486 microRNA precursor family
RF04158,mir-568,mir-568 microRNA precursor family
RF04159,MIR1437,MIR1437 microRNA precursor family
RF04160,MIR868,MIR868 microRNA precursor family
RF04161,mir-3688,mir-3688 microRNA precursor family
RF04162,MIR9662,MIR9662 microRNA precursor family
RF04163,mir-8364,mir-8364 microRNA precursor family
RF04164,MIR1507,MIR1507 microRNA precursor family
RF04165,mir-2483,mir-2483 microRNA precursor family
RF04166,mir-2278,mir-2278 microRNA precursor family
RF04167,mir-1972,mir-1972 microRNA precursor family
RF04168,MIR839,MIR839 microRNA precursor family
RF04169,mir-2235,mir-2235 microRNA precursor family
RF04170,MIR7723,MIR7723 microRNA precursor family
RF04171,MIR1509,MIR1509 microRNA precursor family
RF04172,MIR8675,MIR8675 microRNA precursor family
RF04173,MIR847,MIR847 microRNA precursor family
RF04174,MIR4208,MIR4208 microRNA precursor family
RF04175,mir-1260b,mir-1260b microRNA precursor family
RF04176,mir-3149,mir-3149 microRNA precursor family
RF04177,BTnc201,Bacteroides sRNA BTnc201
RF04178,BTnc005,Bacteroides sRNA BTnc005
RF04179,BTnc049,Bacteroides sRNA BTnc049
RF04180,BTnc231,Bacteroides sRNA BTnc231
RF04181,rteR,rteR sRNA
RF04182,GibS,GibS sRNA
RF04183,Bacteroidales_small_SRP,Bacteroidales small SRP
RF04184,BTnc060,Bacteroides sRNA BTnc060
RF04185,MIR2118_2,MIR2118_2 microRNA precursor family
RF04186,mir-278_2,mir-278_2 microRNA precursor family
RF04187,MIR862,MIR862 microRNA precursor family
RF04188,Hovlinc,Hovlinc ribozyme (hominin vlincRNA-located)
RF04189,icd-II,icd-II ncRNA motif
RF04191,Hairpin-meta2,Hairpin ribozyme 2 from viruses-like metatranscriptomes
RF04192,carA,carA ncRNA motif
RF04193,mir-51,mir-51 microRNA precursor family
RF04194,mir-57,mir-57 microRNA precursor family
RF04195,MIR6217,MIR6217 microRNA precursor family
RF04196,MIR5638,MIR5638 microRNA precursor family
RF04197,mir-9457,mir-9457 microRNA precursor family
RF04198,MIR8670,MIR8670 microRNA precursor family
RF04199,MIR6027,MIR6027 microRNA precursor family
RF04200,mir-9437,mir-9437 microRNA precursor family
RF04201,MIR7510,MIR7510 microRNA precursor family
RF04202,MIR5380,MIR5380 microRNA precursor family
RF04203,MIR1144,MIR1144 microRNA precursor family
RF04204,mir-3473,mir-3473 microRNA precursor family
RF04205,MIR2606,MIR2606 microRNA precursor family
RF04206,MIR9555,MIR9555 microRNA precursor family
RF04207,MIR5048,MIR5048 microRNA precursor family
RF04208,MIR8742,MIR8742 microRNA precursor family
RF04209,MIR7533,MIR7533 microRNA precursor family
RF04210,MIR8643,MIR8643 microRNA precursor family
RF04211,MIR5185,MIR5185 microRNA precursor family
RF04212,mir-8904,mir-8904 microRNA precursor family
RF04213,MIR7807,MIR7807 microRNA precursor family
RF04214,MIR7526,MIR7526 microRNA precursor family
RF04215,mir-9214,mir-9214 microRNA precursor family
RF04216,mir-509,mir-509 microRNA precursor family
RF04217,mir-297,mir-297 microRNA precursor family
RF04218,HCV_5BSL1,Hepatitis C virus stem-loop I
RF04219,HCV_J750,J750 non-coding RNA (containing SLSL761 and SL783)
RF04220,HCV_SL588,SL588 non-coding RNA
RF04221,HCV_SL669,SL669 non-coding RNA
RF04223,MIR2619,MIR2619 microRNA precursor family
RF04224,mir-9229,mir-9229 microRNA precursor family
RF04225,MIR7502,MIR7502 microRNA precursor family
RF04226,mir-9186,mir-9186 microRNA precursor family
RF04227,mir-9215,mir-9215 microRNA precursor family
RF04228,MIR6140,MIR6140 microRNA precursor family
RF04229,mir-9279,mir-9279 microRNA precursor family
RF04230,mir-9261,mir-9261 microRNA precursor family
RF04231,mir-9191,mir-9191 microRNA precursor family
RF04232,mir-9318,mir-9318 microRNA precursor family
RF04233,mir-680,mir-680 microRNA precursor family
RF04234,mir-1421,mir-1421 microRNA precursor family
RF04235,mir-242_2,microRNA mir-242_2
RF04236,mir-1285,mir-1285 microRNA precursor family
RF04237,mir-1490,mir-1490 microRNA precursor family
RF04238,mir-4012,mir-4012 microRNA precursor family
RF04239,mir-4679,mir-4679 microRNA precursor family
RF04240,mir-4716,mir-4716 microRNA precursor family
RF04241,mir-5014,mir-5014 microRNA precursor family
RF04242,mir-5595,mir-5595 microRNA precursor family
RF04243,MIR169_3,MIR169_3 microRNA precursor family
RF04244,MIR169_6,MIR169_6 microRNA precursor family
RF04245,MIR169_7,MIR169_7 microRNA precursor family
RF04246,MIR169_8,MIR169_8 microRNA precursor family
RF04247,bZIP,bZIP non canonical Hac1/Xbp1 intron
RF04248,MIR7486,MIR7486 microRNA precursor family
RF04249,mir-310,mir-310 microRNA precursor family
RF04250,mir-236,mir-236 microRNA precursor family
RF04251,MIR5070,MIR5070 microRNA precursor family
RF04252,mir-8186,mir-8186 microRNA precursor family
RF04254,mir-1677,mir-1677 microRNA precursor family
RF04255,MIR8001,MIR8001 microRNA precursor family
RF04257,mir-9230,mir-9230 microRNA precursor family
RF04258,mir-994,mir-994 microRNA precursor family
RF04259,mir-2003,mir-2003 microRNA precursor family
RF04260,mir-2005,mir-2005 microRNA precursor family
RF04261,MIR1861,MIR1861 microRNA precursor family
RF04262,MIR1319,MIR1319 microRNA precursor family
RF04263,MIR2593,MIR2593 microRNA precursor family
RF04264,mir-5408,mir-5408 microRNA precursor family
RF04265,mir-4650,mir-4650 microRNA precursor family
RF04266,mir-9412,mir-9412 microRNA precursor family
RF04267,mir-362,mir-362 microRNA precursor family
RF04268,mir-512,mir-512 microRNA precursor family
RF04269,mir-373,mir-373 microRNA precursor family
RF04270,mir-743,mir-743 microRNA precursor family
RF04271,mir-1244,mir-1244 microRNA precursor family
RF04272,mir-8908,mir-8908 microRNA precursor family
RF04273,MIR827_2,MIR827_2 microRNA precursor family
RF04274,mir-9223,mir-9223 microRNA precursor family
RF04275,mir-2733,mir-2733 microRNA precursor family
RF04276,MIR4371,MIR4371 microRNA precursor family
RF04277,mir-1268,mir-1268 microRNA precursor family
RF04278,MIR4372,MIR4372 microRNA precursor family
RF04279,mir-H20,mir-H20 microRNA precursor family
RF04280,mir-890,mir-890 microRNA precursor family
RF04281,mir-8791,mir-8791 microRNA precursor family
RF04282,mir-507,mir-507 microRNA precursor family
RF04283,mir-3135,mir-3135 microRNA precursor family
RF04284,mir-532,mir-532 microRNA precursor family
RF04285,mir-660,mir-660 microRNA precursor family
RF04286,mir-513,mir-513 microRNA precursor family
RF04287,mir-9195,mir-9195 microRNA precursor family
RF04288,mir-9201,mir-9201 microRNA precursor family
RF04289,mir-3596,mir-3596 microRNA precursor family
RF04290,mir-1197,mir-1197 microRNA precursor family
RF04291,mir-368,mir-368 microRNA precursor family
RF04292,mir-379,mir-379 microRNA precursor family
RF04293,mir-889,mir-889 microRNA precursor family
RF04294,mir-3578,mir-3578 microRNA precursor family
RF04295,mir-329,mir-329 microRNA precursor family
RF04296,mir-485,mir-485 microRNA precursor family
RF04297,mir-35_2,mir-35_2 microRNA precursor family
RF04298,mir-36_2,mir-36_2 microRNA precursor family
RF04299,MIR814,MIR814 microRNA precursor family
RF04300,mir-39,mir-39 microRNA precursor family
RF04301,mir-200,mir-200 microRNA precursor family
RF04302,mir-506,mir-506 microRNA precursor family
RF04303,MIR162_2,MIR162_2 microRNA precursor family
RF04305,HCV_SL1412,Hepatitis C virus stem-loop SL1412 RNA
RF04306,HCV_SL8001,Hepatitis C virus stem-loop SL8001 RNA
RF04307,HCV_SL8670,Hepatitis C virus stem-loop SL8670
RF04308,HCV_SL2531-SL2549,Hepatitis C virus stem-loop SL2531 and SL2549AU
RF04309,HCV_J7880,Hepatitis C virus J7880 RNA
RF04310,nqrA-II,nqrA-II ncRNA motif
